Company Name,Website,Email Domain,Industry,Sub-Industry,Employee Count,Revenue,Region,HQ Location,Solution Interest,Lead Source,Contact Role/Title,Tech Stack Signals,Annual Board Meetings,Compliance Certifications,Intent Score,Last Marketing Touch,Lead Owner,Parent Company,Account Tier,SFDC Account ID,Status,Employee_Count_Clean,Revenue_Clean,Region_Clean,Last_Marketing_Touch_Clean,Website_Clean,Tech_Stack_Clean,SFDC_Account_ID_Clean,Lead_Owner_Clean,Intent_Score_Clean,Firmographic_Score,Solution_Fit_Score,Intent_Signals_Score,Tech_Compliance_Score,Total_ICP_Score,ICP_Archetype,Priority_Tier
Aperture Labs_221,http://aperturelabs_221.io,aperturelabs_221.net,Financial Services,Higher Ed,,$1B,UKI,"Sydney, AU",Audit,Purchased,Legal Counsel,,8,,low,2025-05-27,Jane Doe,,Enterprise,1100470.0,Open,Unknown,$1000M,UK & Ireland,2025-05-27,aperturelabs_221.io,,1100470.0,Jane Doe,,25,15,3,0,43,Enterprise_Risk_Management,Medium
Clampett Oil_222,clampettoil_222.io,clampettoil_222.co,Retail,Fin Serv,200-500,5000000,APAC,"Mumbai, IN",Risk,Purchased,Head of Compliance,"Slack, SAP, Eloqua, ",1,SOX,17,2025-03-10,Chen Wu,Private Equity HoldCo,Tier 3,1834051.0,Open,200-500,$5M,APAC,2025-03-10,clampettoil_222.io,"Slack, Sap, Eloqua",1834051.0,Chen Wu,17.0,17,18,6,10,51,Other,Medium
Nakatomi Trading_223,nakatomitrading_223.co,nakatomitrading_223.net,Energy,Utilities,500 to 1000,$5M,UKI,"Munich, DE",Audit,Web,CIO,Google Workspace | Oracle | Teams,2,,92,2025-07-31,John Smith,Nakatomi Holdings,Tier 2,1676963.0,Won,500-1000,$5M,UK & Ireland,2025-07-31,nakatomitrading_223.co,"Google Workspace, Oracle, Teams",1676963.0,John Smith,92.0,26,8,16,3,53,Other,Medium
Kronos Group_224,kronosgroup_224.io,kronosgroup_224.com,Manufacturing,Fin Serv,1000+,5000000,EMEA,"Munich, DE",Risk,Partner,IT Director, | Pardot,3,,55,2025-06-14,Alex Lee,Global Holdings Ltd,C,1255884.0,Lost,1000+,$5M,EMEA,2025-06-14,kronosgroup_224.io,Pardot,1255884.0,Alex Lee,55.0,29,22,11,5,67,Enterprise_Risk_Management,High
Tricell Pharma_225,tricellpharma_225.co,tricellpharma_225.net,Education,Biotech,five hundred,$100M,MDO,"Mumbai, IN",Boards,Referral,Director of Security,Netsuite,,,,"February 15, 2025",Test User,Global Holdings Ltd,Tier 3,1941552.0,Won,"500-1,000",$100M,MEA,2025-02-15,tricellpharma_225.co,Netsuite,1941552.0,Unassigned,,27,17,6,3,53,Board_Governance,Medium
Pendragon Ltd_226,pendragonltd_226.co,pendragonltd_226.io,Education,Law Firm,500 to 1000,$100M,UKI,"Berlin, DE",Risk,Purchased,VP Finance,"HubSpot, Oracle, Salesforce, Netsuite",3-4,"HIPAA, SOX, ISO27001",48,06/06/25,Jane Doe,—,A,1590086.0,Open,500-1000,$100M,UK & Ireland,2025-06-06,pendragonltd_226.co,"Hubspot, Oracle, Salesforce, Netsuite",1590086.0,Jane Doe,48.0,27,18,9,15,69,Enterprise_Risk_Management,High
Pied Piper_227,piedpiper_227.net,piedpiper_227.co,Technology,NGO,five hundred,"20,000,000 USD",DACH,Unknown,Compliance,Purchased,Head of Compliance,Google Workspace | SAP | Oracle,4,,high,08/19/25,,Pied Holdings,C,1729815.0,Won,"500-1,000",$20M,DACH,2025-08-19,piedpiper_227.net,"Google Workspace, Sap, Oracle",1729815.0,Unassigned,,27,15,7,3,52,Mid_Market_Compliance,Medium
Globex Inc_228,globexinc_228.net,globexinc_228.net,Healthcare,Utilities,"500-1,000",,MDO,NY,Compliance,Web,Board Secretary,,3-4,,,2025-04-01,John Smith,Global Holdings Ltd,A,1520928.0,Open,"500-1,000",Unknown,MEA,2025-04-01,globexinc_228.net,,1520928.0,John Smith,,22,22,4,0,48,Mid_Market_Compliance,Medium
Aperture Labs_229,aperturelabs_229.com,aperturelabs_229.io,Non-Profit,Fin Serv,50-200,"20,000,000 USD",DACH,,Boards,Purchased,CFO,,3,SOX,17,"January 13, 2025",John Smith,,SMB,1100308.0,Won,50-200,$20M,DACH,2025-01-13,aperturelabs_229.com,,1100308.0,John Smith,17.0,16,17,6,7,46,Board_Governance,Medium
Zorg Industries_230,zorgindustries_230.com,zorgindustries_230.io,Education,Fin Serv,1000+,$1B,UKI,"Dubai, AE",Risk,Web,Legal Counsel,"Netsuite, Pardot, Workday",5,"GDPR, ISO27001",85,"May 27, 2025",—,Zorg Holdings,MM,1811200.0,Won,1000+,$1000M,UK & Ireland,2025-05-27,zorgindustries_230.com,"Netsuite, Pardot, Workday",1811200.0,—,85.0,33,25,14,15,87,Enterprise_Risk_Management,Critical
Pendragon Ltd_231,pendragonltd_231.io,pendragonltd_231.co,Financial Services,Banking,five hundred,,AMS,"Sydney, AU",Risk,Web,Audit Manager,,unknown,ISO27001,100,01/18/25,Alex Lee,,Enterprise,1551331.0,Lost,"500-1,000",Unknown,Americas,2025-01-18,pendragonltd_231.io,,1551331.0,Alex Lee,100.0,22,18,14,7,61,Enterprise_Risk_Management,High
Initech_232,initech_232.net,initech_232.com,Retail,Banking,50-200,5000000,,Unknown,Risk,Web,Audit Manager,"Databricks, Oracle",4,"PCI DSS, HIPAA",48,07/07/25,Chen Wu,Private Equity HoldCo,A,1557686.0,Won,50-200,$5M,Unknown,2025-07-07,initech_232.net,"Databricks, Oracle",1557686.0,Chen Wu,48.0,12,18,12,10,52,Other,Medium
Wayne Enterprises_233,wayneenterprises_233.co,wayneenterprises_233.net,Legal,Industrial,,5000000,APAC,"London, UK",Risk,Inbound,CIO,,4,"SOX, PCI DSS",100,2025-03-05,,Wayne Holdings,A,1880451.0,Won,Unknown,$5M,APAC,2025-03-05,wayneenterprises_233.co,,1880451.0,Unassigned,100.0,14,18,13,7,52,Other,Medium
Shinra Electric_234,shinraelectric_234.net,shinraelectric_234.co,Legal,NGO,,,DACH,,Compliance,Partner,Head of Compliance,,2,GDPR,85,"April 01, 2025",Test User,Global Holdings Ltd,A,1847726.0,Lost,Unknown,Unknown,DACH,2025-04-01,shinraelectric_234.net,,1847726.0,Unassigned,85.0,10,15,13,5,43,Mid_Market_Compliance,Medium
Gekko & Co_235,https://www.gekkoco_235.co,gekkoco_235.co,Non-Profit,Utilities,1000+,,EMEA,"Paris, FR",Risk,Event,Head of Compliance,Snowflake,3-4,,,"February 11, 2025",Alex Lee,—,B,1316082.0,Open,1000+,Unknown,EMEA,2025-02-11,gekkoco_235.co,Snowflake,1316082.0,Alex Lee,,18,18,5,3,44,Enterprise_Risk_Management,Medium
Hyperion Corp_236,hyperioncorp_236.co,hyperioncorp_236.net,Education,Utilities,five hundred,$100M,FR,"Dubai, AE",Compliance,Inbound,VP Finance,Snowflake; Marketo,>5,ISO27001,17,04/09/25,Priya Patel,,SMB,1655194.0,Lost,"500-1,000",$100M,France,2025-04-09,hyperioncorp_236.co,"Snowflake, Marketo",1655194.0,Priya Patel,17.0,27,15,6,12,60,Mid_Market_Compliance,Medium
Duff Beer_237,duffbeer_237.co,duffbeer_237.co,Education,Utilities,"500-1,000",$1B,MDO,"Dublin, IE",Boards,Referral,CIO,Google Workspace,0,"SOX, PCI DSS",5,"June 12, 2025",Test User,Private Equity HoldCo,B,1546176.0,Won,"500-1,000",$1000M,MEA,2025-06-12,duffbeer_237.co,Google Workspace,1546176.0,Unassigned,5.0,30,13,11,10,64,Board_Governance,High
Atlantic Holdings_238,https://www.atlanticholdings_238.io,atlanticholdings_238.net,Non-Profit,Insurance,200-500,$20M,UKI,"Paris, FR",Boards,Partner,CIO,"O365, Marketo",3,,5,2025-08-01,Priya Patel,—,C,1691006.0,Open,200-500,$20M,UK & Ireland,2025-08-01,atlanticholdings_238.io,"O365, Marketo",1691006.0,Priya Patel,5.0,21,13,8,5,47,Board_Governance,Medium
Oscorp_239,oscorp_239.com,oscorp_239.com,Retail,SaaS,five hundred,"20,000,000 USD",FR,"Munich, DE",Risk,Purchased,CFO,Pardot,1,SOX,61,"March 03, 2025",Test User,,C,1404533.0,Lost,"500-1,000",$20M,France,2025-03-03,oscorp_239.com,Pardot,1404533.0,Unassigned,61.0,23,22,11,12,68,Enterprise_Risk_Management,High
Gringotts Bank_240,gringottsbank_240.co,gringottsbank_240.io,Healthcare,Semiconductors,,,DACH,"Munich, DE",Compliance,Inbound,Chief Risk Officer,SAP; Snowflake; Oracle; Workday,unknown,"ISO27001, SOX",17,2025-08-14,,,B,1646229.0,Lost,Unknown,Unknown,DACH,2025-08-14,gringottsbank_240.co,"Sap, Snowflake, Oracle, Workday",1646229.0,Unassigned,17.0,10,22,10,15,57,Mid_Market_Compliance,Medium
LexCorp_241,lexcorp_241.io,lexcorp_241.net,Healthcare,K-12,1000+,unknown,FR,"Austin, USA",Risk,Web,Chief Risk Officer,"Pardot, Teams",6,,17,"April 21, 2025",Test User,,A,1754665.0,Won,1000+,Unknown,France,2025-04-21,lexcorp_241.io,"Pardot, Teams",1754665.0,Unassigned,17.0,25,25,7,5,62,Enterprise_Risk_Management,High
Shinra Electric_242,https://www.shinraelectric_242.net,shinraelectric_242.co,Energy,Insurance,1000+,$1B,UKI,"London, UK",Risk,Inbound,Director of Security,Google Workspace; ServiceNow; Pardot; Databricks,4,"ISO27001, HIPAA, PCI DSS",48,"June 15, 2025",TBD,Private Equity HoldCo,Enterprise,1100031.0,Lost,1000+,$1000M,UK & Ireland,2025-06-15,shinraelectric_242.net,"Google Workspace, Servicenow, Pardot, Databricks",1100031.0,Unassigned,48.0,40,22,11,15,88,Enterprise_Risk_Management,Critical
Black Mesa_243,blackmesa_243.com,blackmesa_243.com,Government,SaaS,500 to 1000,$100M,UKI,"Berlin, DE",Risk,Purchased,Director of Security,Okta; Salesforce; SAP,8,,,2025-01-16,,,Tier 3,1764760.0,Lost,500-1000,$100M,UK & Ireland,2025-01-16,blackmesa_243.com,"Okta, Salesforce, Sap",1764760.0,Unassigned,,31,22,3,8,64,Board_Governance,High
Aperture Labs_244,aperturelabs_244.io,aperturelabs_244.com,Legal,SaaS,,5000000,FR,Unknown,Risk,Inbound,Director of Security,,0,"GDPR, SOX",high,2025-01-10,Test User,—,C,1586453.0,Lost,Unknown,$5M,France,2025-01-10,aperturelabs_244.io,,1586453.0,Unassigned,,14,22,3,7,46,Board_Governance,Medium
Goodman Group_245,goodmangroup_245.co,goodmangroup_245.co,Energy,Industrial,,"20,000,000 USD",,"New York, USA",Risk,Inbound,General Counsel,Azure AD,3-4,GDPR,low,2025-02-11,,,Enterprise,1604611.0,Won,Unknown,$20M,Unknown,2025-02-11,goodmangroup_245.co,Azure Ad,1604611.0,Unassigned,,18,25,3,8,54,Enterprise_Risk_Management,Medium
Gotham Transport_246,gothamtransport_246.co,gothamtransport_246.net,Education,Biotech,,$100M,Unknown,"Berlin, DE",Audit,Partner,General Counsel,,3-4,,5,2025-01-10,,Private Equity HoldCo,Enterprise,1245345.0,Won,Unknown,$100M,Unknown,2025-01-10,gothamtransport_246.co,,1245345.0,Unassigned,5.0,15,15,6,0,36,Mid_Market_Compliance,Low
Black Mesa_247,blackmesa_247.com,blackmesa_247.com,Technology,K-12,five hundred,€20M,APAC,"San Francisco, USA",Boards,Partner,CIO,Slack | Netsuite,4,,73,"June 17, 2025",Alex Lee,,Enterprise,,Open,"500-1,000",$20M,APAC,2025-06-17,blackmesa_247.com,"Slack, Netsuite",Missing,Alex Lee,73.0,27,13,13,3,56,Mid_Market_Compliance,Medium
Gekko & Co_248,https://www.gekkoco_248.io,gekkoco_248.net,Government,Law Firm,1000+,unknown,EMEA,NY,Audit,Purchased,Audit Manager,Slack,3-4,GDPR,85,2025-04-19,John Smith,Global Holdings Ltd,MM,1693025.0,Lost,1000+,Unknown,EMEA,2025-04-19,gekkoco_248.io,Slack,1693025.0,John Smith,85.0,22,8,13,8,51,Board_Governance,Medium
Sterling Cooper_249,https://www.sterlingcooper_249.com,sterlingcooper_249.net,Non-Profit,Law Firm,"500-1,000",$5M,DACH,"Dubai, AE",Audit,Purchased,VP Finance,,>5,,,04/09/25,Test User,,B,1367295.0,Lost,"500-1,000",$5M,DACH,2025-04-09,sterlingcooper_249.com,,1367295.0,Unassigned,,19,8,3,0,30,Board_Governance,Low
Black Mesa_250,blackmesa_250.co,blackmesa_250.co,Energy,Banking,,$100M,FR,"Paris, FR",Risk,Web,IT Director,Snowflake,2,"SOX, GDPR",95%,02/10/25,Test User,—,Tier 2,1365154.0,Open,Unknown,$100M,France,2025-02-10,blackmesa_250.co,Snowflake,1365154.0,Unassigned,,22,22,4,10,58,Enterprise_Risk_Management,Medium
LexCorp_251,lexcorp_251.io,lexcorp_251.co,Technology,Insurance,,,DACH,"Paris, FR",Compliance,Web,Head of Compliance,Azure AD; Eloqua; Snowflake,unknown,"HIPAA, GDPR",5,2025-01-24,TBD,LexCorp_251 Holdings,Tier 1,1784194.0,Open,Unknown,Unknown,DACH,2025-01-24,lexcorp_251.io,"Azure Ad, Eloqua, Snowflake",1784194.0,Unassigned,5.0,7,15,7,8,37,Mid_Market_Compliance,Low
Paper Street Co_252,paperstreetco_252.co,paperstreetco_252.co,Energy,SaaS,1000+,$1B,MDO,"New York, USA",Boards,Referral,Head of Compliance,"Workday, Teams",6,GDPR,medium,05/14/25,TBD,Global Holdings Ltd,B,1601499.0,Won,1000+,$1000M,MEA,2025-05-14,paperstreetco_252.co,"Workday, Teams",1601499.0,Unassigned,,40,13,6,13,72,Board_Governance,High
Pendragon Ltd_253,http://pendragonltd_253.com,pendragonltd_253.io,Financial Services,NGO,1000+,,Unknown,Unknown,Boards,Inbound,Board Secretary,Eloqua,0,,medium,"March 11, 2025",—,Pendragon Holdings,C,1964380.0,Open,1000+,Unknown,Unknown,2025-03-11,pendragonltd_253.com,Eloqua,1964380.0,—,,25,20,3,3,51,Board_Governance,Medium
Pied Piper_254,piedpiper_254.com,piedpiper_254.co,Retail,Biotech,,€20M,DACH,"Munich, DE",Compliance,Web,VP Finance,"Eloqua, Teams, Google Workspace, SAP",3,ISO27001,17,2025-07-30,Jane Doe,—,SMB,1165693.0,Open,Unknown,$20M,DACH,2025-07-30,piedpiper_254.com,"Eloqua, Teams, Google Workspace, Sap",1165693.0,Jane Doe,17.0,11,15,9,10,45,Mid_Market_Compliance,Medium
Wonka Tech_255,wonkatech_255.net,wonkatech_255.io,Technology,Biotech,"500-1,000",,UKI,NY,Compliance,Inbound,VP Finance,,unknown,GDPR,medium,"August 01, 2025",Priya Patel,Global Holdings Ltd,A,1121648.0,Won,"500-1,000",Unknown,UK & Ireland,2025-08-01,wonkatech_255.net,,1121648.0,Priya Patel,,19,15,5,5,44,Mid_Market_Compliance,Medium
Paper Street Co_256,paperstreetco_256.co,paperstreetco_256.co,Education,Higher Ed,1000+,5000000,EMEA,"Paris, FR",Risk,Inbound,CFO,Snowflake; SAP; Teams; Okta,8,ISO27001,55,2025-02-09,Test User,Global Holdings Ltd,,1132109.0,Lost,1000+,$5M,EMEA,2025-02-09,paperstreetco_256.co,"Snowflake, Sap, Teams, Okta",1132109.0,Unassigned,55.0,22,22,9,15,68,Enterprise_Risk_Management,High
Vehement Capital_257,https://www.vehementcapital_257.io,vehementcapital_257.com,Technology,SaaS,1000+,$5M,,"Mumbai, IN",Risk,Purchased,IT Director,ServiceNow; Eloqua,6,"PCI DSS, ISO27001",,2025-06-21,Alex Lee,Global Holdings Ltd,Tier 1,1582900.0,Open,1000+,$5M,Unknown,2025-06-21,vehementcapital_257.io,"Servicenow, Eloqua",1582900.0,Alex Lee,,26,22,5,15,68,Enterprise_Risk_Management,High
Cyberdyne Systems_258,https://www.cyberdynesystems_258.co,cyberdynesystems_258.io,Energy,Higher Ed,50-200,USD 250M,Unknown,"Austin, USA",Audit,Purchased,VP Finance,"Netsuite, Google Workspace, ServiceNow",>5,"SOX, GDPR, HIPAA",32,2025-03-11,Test User,,Tier 3,1190466.0,Won,50-200,$250M,Unknown,2025-03-11,cyberdynesystems_258.co,"Netsuite, Google Workspace, Servicenow",1190466.0,Unassigned,32.0,30,8,6,15,59,Enterprise_Risk_Management,Medium
Paper Street Co_259,paperstreetco_259.io,paperstreetco_259.co,Retail,Industrial,200-500,,Unknown,"Toronto, CA",Audit,Inbound,Board Secretary,Pardot; SAP; Google Workspace,1,,48,2025-04-28,Jane Doe,Paper Holdings,MM,1971967.0,Open,200-500,Unknown,Unknown,2025-04-28,paperstreetco_259.io,"Pardot, Sap, Google Workspace",1971967.0,Jane Doe,48.0,13,15,9,5,42,Board_Governance,Medium
Monarch Solutions_260,monarchsolutions_260.co,monarchsolutions_260.co,Non-Profit,Utilities,"500-1,000",,AMS,"Dubai, AE",Risk,Partner,CFO,SAP; Eloqua; Google Workspace,>5,"SOX, None",55,03/22/25,John Smith,—,C,1834774.0,Won,"500-1,000",Unknown,Americas,2025-03-22,monarchsolutions_260.co,"Sap, Eloqua, Google Workspace",1834774.0,John Smith,55.0,15,22,9,10,56,Enterprise_Risk_Management,Medium
Initech_261,initech_261.co,initech_261.com,Retail,Higher Ed,,,EMEA,NY,Audit,Event,Audit Manager,SAP | Slack | Okta,5,PCI DSS,,04/25/25,—,—,Tier 1,1847082.0,Open,Unknown,Unknown,EMEA,2025-04-25,initech_261.co,"Sap, Slack, Okta",1847082.0,—,,3,8,5,15,31,Other,Low
Nakatomi Trading_262,https://www.nakatomitrading_262.io,nakatomitrading_262.com,Financial Services,NGO,,€20M,Unknown,"Mumbai, IN",Boards,Purchased,Chief Risk Officer,"O365, HubSpot, SFDC, Netsuite",>5,"SOX, None, HIPAA",73,"April 29, 2025",,Nakatomi Holdings,C,1887567.0,Won,Unknown,$20M,Unknown,2025-04-29,nakatomitrading_262.io,"O365, Hubspot, Sfdc, Netsuite",1887567.0,Unassigned,73.0,18,20,11,12,61,Board_Governance,High
Genco Pura_263,gencopura_263.com,gencopura_263.com,Legal,Banking,500 to 1000,USD 250M,UKI,"Dubai, AE",Boards,Partner,CIO,Slack | Oracle | Databricks,4,,73,2025-06-25,,Private Equity HoldCo,Enterprise,1100244.0,Won,500-1000,$250M,UK & Ireland,2025-06-25,gencopura_263.com,"Slack, Oracle, Databricks",1100244.0,Unassigned,73.0,37,13,13,3,66,Board_Governance,High
Pendragon Ltd_264,pendragonltd_264.co,pendragonltd_264.com,Financial Services,SaaS,,"20,000,000 USD",APAC,"Munich, DE",Compliance,Web,Legal Counsel,Oracle | ,>5,"ISO27001, SOX, None",medium,2025-05-15,—,—,B,1114623.0,Won,Unknown,$20M,APAC,2025-05-15,pendragonltd_264.co,Oracle,1114623.0,—,,18,22,4,10,54,Mid_Market_Compliance,Medium
Goodman Group_265,goodmangroup_265.co,goodmangroup_265.io,Manufacturing,Semiconductors,"500-1,000",€20M,DACH,"Munich, DE",Boards,Event,Head of Compliance,"O365, Oracle, HubSpot, Workday",0,,48,2025-02-11,Jane Doe,,B,1584507.0,Won,"500-1,000",$20M,DACH,2025-02-11,goodmangroup_265.co,"O365, Oracle, Hubspot, Workday",1584507.0,Jane Doe,48.0,30,13,11,8,62,Board_Governance,High
Wayne Enterprises_266,https://www.wayneenterprises_266.io,wayneenterprises_266.com,Healthcare,Banking,50-200,$20M,,"London, UK",Risk,Event,IT Director,"HubSpot, Workday",2,,73,"July 15, 2025",Chen Wu,—,A,1956117.0,Open,50-200,$20M,Unknown,2025-07-15,wayneenterprises_266.io,"Hubspot, Workday",1956117.0,Chen Wu,73.0,23,22,15,8,68,Enterprise_Risk_Management,High
Paper Street Co_267,paperstreetco_267.net,paperstreetco_267.io,Legal,Financials,500 to 1000,$20M,EMEA,NY,Boards,Purchased,Legal Counsel,,3,PCI DSS,medium,01/24/25,Priya Patel,—,C,1328478.0,Open,500-1000,$20M,EMEA,2025-01-24,paperstreetco_267.net,,1328478.0,Priya Patel,,30,20,3,7,60,Mid_Market_Compliance,Medium
Massive Dynamic_268,massivedynamic_268.net,massivedynamic_268.com,Government,Insurance,approx 800,$1B,,"Paris, FR",Compliance,Inbound,Audit Manager,HubSpot | Teams | Pardot | Databricks,6,,5,"June 23, 2025",Priya Patel,Private Equity HoldCo,,1351014.0,Open,"500-1,000",$1000M,Unknown,2025-06-23,massivedynamic_268.net,"Hubspot, Teams, Pardot, Databricks",1351014.0,Priya Patel,5.0,34,15,8,5,62,Board_Governance,High
Nakatomi Trading_269,nakatomitrading_269.com,nakatomitrading_269.com,Technology,K-12,50-200,$100M,EMEA,"New York, USA",Compliance,Partner,Audit Manager,O365 | Oracle,five,"ISO27001, GDPR",92,06/23/25,Alex Lee,,C,1130742.0,Open,50-200,$100M,EMEA,2025-06-23,nakatomitrading_269.com,"O365, Oracle",1130742.0,Alex Lee,92.0,24,15,15,10,64,Mid_Market_Compliance,High
Wonka Industries_270,wonkaindustries_270.io,wonkaindustries_270.net,Technology,Pharma,five hundred,€20M,MDO,"Paris, FR",Compliance,Event,Head of Compliance,SAP | Snowflake | Okta | Google Workspace,>5,HIPAA,61,"March 31, 2025",Chen Wu,—,Enterprise,1743141.0,Won,"500-1,000",$20M,MEA,2025-03-31,wonkaindustries_270.io,"Sap, Snowflake, Okta, Google Workspace",1743141.0,Chen Wu,61.0,27,15,13,13,68,Mid_Market_Compliance,High
Black Mesa_271,blackmesa_271.co,blackmesa_271.io,Financial Services,Utilities,200-500,USD 250M,FR,"Mumbai, IN",Compliance,Web,Chief Risk Officer,"Eloqua, SFDC, HubSpot",0,"SOX, HIPAA",61,"February 13, 2025",TBD,,SMB,1124864.0,Won,200-500,$250M,France,2025-02-13,blackmesa_271.co,"Eloqua, Sfdc, Hubspot",1124864.0,Unassigned,61.0,35,22,12,12,81,Mid_Market_Compliance,Critical
LexCorp_272,lexcorp_272.net,lexcorp_272.co,Education,Fin Serv,"500-1,000",USD 250M,DACH,"Munich, DE",Risk,Web,General Counsel,Teams | Marketo |  | Salesforce,5,ISO27001,92,2024-12-30,,LexCorp_272 Holdings,A,1514063.0,Lost,"500-1,000",$250M,DACH,2024-12-30,lexcorp_272.net,"Teams, Marketo, Salesforce",1514063.0,Unassigned,92.0,30,25,14,15,84,Enterprise_Risk_Management,Critical
Atlantic Holdings_273,atlanticholdings_273.net,atlanticholdings_273.net,Technology,Fin Serv,50-200,$20M,Unknown,"Paris, FR",Risk,Inbound,Legal Counsel,O365 | Marketo,>5,,,2025-01-04,—,—,Tier 1,1847726.0,Lost,50-200,$20M,Unknown,2025-01-04,atlanticholdings_273.net,"O365, Marketo",1847726.0,—,,20,25,3,5,53,Mid_Market_Compliance,Medium
Paper Street Co_274,paperstreetco_274.io,paperstreetco_274.co,Financial Services,Pharma,50-200,unknown,AMS,"Toronto, CA",Compliance,Partner,Audit Manager,Salesforce; SAP; Netsuite,3,"PCI DSS, ISO27001, GDPR",85,"May 20, 2025",TBD,,Tier 3,1216315.0,Open,50-200,Unknown,Americas,2025-05-20,paperstreetco_274.io,"Salesforce, Sap, Netsuite",1216315.0,Unassigned,85.0,15,15,13,15,58,Mid_Market_Compliance,Medium
Pendragon Ltd_275,pendragonltd_275.com,pendragonltd_275.com,Retail,Biotech,"500-1,000",$20M,MDO,"Munich, DE",Risk,Referral,CFO,SFDC,5,"ISO27001, None",95%,2025-05-19,,Private Equity HoldCo,MM,1100424.0,Lost,"500-1,000",$20M,MEA,2025-05-19,pendragonltd_275.com,Sfdc,1100424.0,Unassigned,,23,22,6,10,61,Enterprise_Risk_Management,High
Umbrella Group_276,umbrellagroup_276.co,umbrellagroup_276.co,Government,Law Firm,,,EMEA,NY,Risk,Web,Director of Security,Google Workspace,0,HIPAA,,"March 26, 2025",TBD,,Tier 2,1948429.0,Open,Unknown,Unknown,EMEA,2025-03-26,umbrellagroup_276.co,Google Workspace,1948429.0,Unassigned,,7,22,4,8,41,Board_Governance,Medium
Dunder Mifflin_277,https://www.dundermifflin_277.com,dundermifflin_277.net,Retail,Insurance,"500-1,000",$20M,Unknown,"Dubai, AE",Audit,Partner,CIO,SFDC | Eloqua,8,GDPR,,"June 06, 2025",Chen Wu,,,1822644.0,Won,"500-1,000",$20M,Unknown,2025-06-06,dundermifflin_277.com,"Sfdc, Eloqua",1822644.0,Chen Wu,,23,8,3,8,42,Mid_Market_Compliance,Medium
Gekko & Co_278,gekkoco_278.co,gekkoco_278.net,Manufacturing,Industrial,1000+,unknown,AMS,"Berlin, DE",Compliance,Event,CIO,"Salesforce, SAP",1,,95%,02/01/25,Chen Wu,Global Holdings Ltd,Tier 2,1121394.0,Open,1000+,Unknown,Americas,2025-02-01,gekkoco_278.co,"Salesforce, Sap",1121394.0,Chen Wu,,25,15,5,8,53,Enterprise_Risk_Management,Medium
Gekko & Co_279,gekkoco_279.net,gekkoco_279.net,Energy,Financials,200-500,"20,000,000 USD",DACH,"Toronto, CA",Compliance,Referral,Chief Risk Officer,Snowflake |  | HubSpot,3,"GDPR, ISO27001, PCI DSS",55,"January 28, 2025",TBD,,Enterprise,1620910.0,Lost,200-500,$20M,DACH,2025-01-28,gekkoco_279.net,"Snowflake, Hubspot",1620910.0,Unassigned,55.0,28,22,12,12,74,Mid_Market_Compliance,High
Gekko & Co_280,gekkoco_280.com,gekkoco_280.co,Energy,Utilities,"500-1,000",5000000,AMS,,Audit,Inbound,CFO,Oracle; Google Workspace,five,"SOX, ISO27001",,05/09/25,John Smith,,Tier 2,1912870.0,Lost,"500-1,000",$5M,Americas,2025-05-09,gekkoco_280.com,"Oracle, Google Workspace",1912870.0,John Smith,,26,12,3,10,51,Enterprise_Risk_Management,Medium
Vehement Capital_281,vehementcapital_281.net,vehementcapital_281.com,Education,Pharma,"500-1,000",€20M,MDO,"Dubai, AE",Boards,Inbound,General Counsel,,2,PCI DSS,medium,05/05/25,,,A,1821860.0,Won,"500-1,000",$20M,MEA,2025-05-05,vehementcapital_281.net,,1821860.0,Unassigned,,23,20,3,7,53,Board_Governance,Medium
Pied Piper_282,piedpiper_282.com,piedpiper_282.com,Technology,Fin Serv,approx 800,USD 250M,EMEA,Unknown,Boards,Inbound,Audit Manager,HubSpot,3,"SOX, GDPR",95%,2025-03-14,Jane Doe,Pied Holdings,Tier 3,1143870.0,Open,"500-1,000",$250M,EMEA,2025-03-14,piedpiper_282.com,Hubspot,1143870.0,Jane Doe,,34,13,3,12,62,Board_Governance,High
Caprica Systems_283,capricasystems_283.com,capricasystems_283.io,Financial Services,Semiconductors,"500-1,000",€20M,Unknown,,Audit,Purchased,Chief Risk Officer,Slack,1,PCI DSS,high,2025-03-21,Priya Patel,,A,1216521.0,Open,"500-1,000",$20M,Unknown,2025-03-21,capricasystems_283.com,Slack,1216521.0,Priya Patel,,30,15,3,10,58,Enterprise_Risk_Management,Medium
